Designed blade                  
  n         V/wR         Btip            V          rpm          rho       mu*1e5       Vsound            h        P(kW)         T(N)       Q(N-m)          eff
----------------------------------------------------------------------------------------------------------------------------------------------------------------
  1  0.17684E-04   27.408      0.10000E-02   1800.0       1.1690       1.7645       338.00      0.50000      0.78723       88.102       4.1764      0.11191E-03
  2  0.15915E-04   27.408      0.10000E-02   2000.0       1.1690       1.7645       338.00      0.50000       1.0793       108.90       5.1533      0.10089E-03
  3  0.14469E-04   27.408      0.10000E-02   2200.0       1.1690       1.7645       338.00      0.50000       1.4364       131.93       6.2348      0.91846E-04
  4  0.13263E-04   27.408      0.10000E-02   2400.0       1.1690       1.7645       338.00      0.50000       1.8653       157.21       7.4217      0.84284E-04
  5  0.12243E-04   27.408      0.10000E-02   2600.0       1.1690       1.7645       338.00      0.50000       2.3729       184.77       8.7151      0.77867E-04
  6  0.11368E-04   27.408      0.10000E-02   2800.0       1.1690       1.7645       338.00      0.50000       2.9662       214.61       10.116      0.72352E-04
  7  0.10610E-04   27.408      0.10000E-02   3000.0       1.1690       1.7645       338.00      0.50000       3.6525       246.76       11.626      0.67560E-04
  8  0.99472E-05   27.408      0.10000E-02   3200.0       1.1690       1.7645       338.00      0.50000       4.4390       281.24       13.247      0.63356E-04
  9  0.93621E-05   27.408      0.10000E-02   3400.0       1.1690       1.7645       338.00      0.50000       5.3332       318.07       14.979      0.59638E-04
 10  0.88419E-05   27.408      0.10000E-02   3600.0       1.1690       1.7645       338.00      0.50000       6.3429       357.27       16.825      0.56326E-04
 11  0.83766E-05   27.408      0.10000E-02   3800.0       1.1690       1.7645       338.00      0.50000       7.4760       398.88       18.787      0.53355E-04
 12  0.79577E-05   27.408      0.10000E-02   4000.0       1.1690       1.7645       338.00      0.50000       8.7405       442.92       20.866      0.50675E-04
 13  0.75788E-05   27.408      0.10000E-02   4200.0       1.1690       1.7645       338.00      0.50000       10.145       489.43       23.066      0.48244E-04
 14  0.72343E-05   27.408      0.10000E-02   4400.0       1.1690       1.7645       338.00      0.50000       11.698       538.44       25.388      0.46029E-04
 15  0.69198E-05   27.408      0.10000E-02   4600.0       1.1690       1.7645       338.00      0.50000       13.408       589.99       27.835      0.44002E-04
 16  0.66315E-05   27.408      0.10000E-02   4800.0       1.1690       1.7645       338.00      0.50000       15.286       644.12       30.410      0.42139E-04
 17  0.63662E-05   27.408      0.10000E-02   5000.0       1.1690       1.7645       338.00      0.50000       17.340       700.87       33.116      0.40420E-04
 18  0.61213E-05   27.408      0.10000E-02   5200.0       1.1690       1.7645       338.00      0.50000       19.580       760.29       35.957      0.38830E-04
 19  0.58946E-05   27.408      0.10000E-02   5400.0       1.1690       1.7645       338.00      0.50000       22.018       822.44       38.936      0.37353E-04
 20  0.56841E-05   27.408      0.10000E-02   5600.0       1.1690       1.7645       338.00      0.50000       24.664       887.37       42.058      0.35978E-04
 21  0.54881E-05   27.408      0.10000E-02   5800.0       1.1690       1.7645       338.00      0.50000       27.530       955.13       45.326      0.34694E-04
